sentiment, sentence
5,Phone is great so far
2,The kids love these but it would be nice if you could ...
5,Nice understated case.
3,"Not my cup of tea, mostly."
1,did not work
5,Great phone for a Great price!
1,Performance not up to standard expected.
5,Very nice case
2,Substandard and cheap parts - do not buy.
4,Great value!
1,pillow received was not the one pictured. It was ...
2,Great only for a guy with big hands
5,so let me just say that these little lights are amazing! I bought them solely based on reviews and ...
2,NOT
2,"Good price, but terrible phone."
2,Don't stay on my phone
1,HP monitor
5,Quality iPhone 8 case
3,The camera is so bad. I took the picture of my backyard side .
4,NO SIM CARD!!!!!
5,Box springs matter - and this one is awesome!
1,Worst Warranty Process EVER.
2,I have been struggling to get the keyboard working smoothly ...
2,This product is defective. It has intermittent Bluetooth connectivity ...
3,Very good mouse but...
1,Made for childrens ears
2,Only recieved one which is annoying and the one i did recieve was snapped in ...
1,Very slugish Keyboard response.
5,I like it very much
3,Its ok(ish)!
5,More than happy not to have to use the Apple lighting cables that have a short shelf life.
3,Protected my screen from smashing when thrown on the floor
5,A stylish case
2,It is great for people with big hands like myself
2,This thing is as big as my head!
5,I like the phone the phone is a good phone but when I got it at issues with the battery
5,Affordable Yet Great
1,The fact that someone is enjoying an item ive brought....if i could press a button and blow ..enjoy it...
1,not worth a few extra dollars
1,"This phones screen keeps going dark, buttons not responding"
4,"Good product, but wire is different now."
3,Looks Great Breaks Easy
2,Two Stars now
5,Stylish slim/flexi case. Fits iPhone 8 Plus like a glove
1,Battery Not Good
3,an OK mouse for short money...
1,2 out of 3 mice stopped working and NOT Unifying
2,"not good quality, at this time it those not work"
3,Wireless isn't for everyone . . . . .
3,mine's good for maybe 24 hrs standby time
1,Spend a little more to get something that's going to last a year.
2,Returned
3,"Keyboard is great, mouse is awful..."
1,Lag and Poor Response Issues
1,this is not the real brand product. The logo ...
1,GARBAGE Mouse
3,One issue
5,I buy 2 rca teams recommend good team but the black burgundy hurt me no ...
3,Bought for my son and he loved. Only problem he is having is the battery ...
3,"Ok product, fairly quiet keys, guard the USB receiver with your life!"
1,Beware of broken phones
4,Interesting
5,Absolute bargain!
5,"Perfect sound, clear beautiful high and low, light and comfortable, secure fit for exercise, even great for calls"
1,The screen I got is bad..
1,Not for European use.
3,You get what you pay for.
1,set up was easy and price was good though
5,Great price and find!
5,Screen protectors came included which was a nice touch. Case seems solid and enough of a ...
5,"Excellent product, easy to apply - does the job"
5,"The Samsung Galaxy mini case seems to fit pretty closely, but the one I have is a ..."
1,"good, I did not receive my article"
1,"very disappointed, is just not working"
2,Case
1,Doesn't have a lot of upgrades and doesn't hold much ...
2,not a droid.
3,Wrong kit
5,Stylish
1,Nah.
1,No options for the lights.
1,GARBAGE for your $$....don't waste your time & effort....4reals
1,Product doesn't work. No support. Don't buy this ...
1,Check the Volume control
2,Totall mess!!!
1,I returned this item when I ordered it did not ...
3,"Good Mouse, Horrible Material"
1,Phone was not unlocked. Needed to return. We ...
5,Good value
5,Good value
5,Good value
3,Love the wireless
4,Good To Go!
5,Excellent sound and excellent customer service
1,Very limited wireless range.  Don't buy.
1,No USB Receiver
5,... return me back my money as the phone is disgusting to use
3,1st keyboard was a disappointment 2nd worked
3,Hi i am very satisfied with the condition of the phone but it did ...
5,**EXCELLENT QUALITY**
4,Looks & setup like brand new phone
3,A nice feature of this mouse is when raging and mouse ...
2,The mouse has good range but the keyboard does not
3,I pretty much like the phone so far
5,Dre Mixer headphones fell apart within a few months after very easy use (sitting in a chair
1,Unusable!. It won't recognize my cricket network.
1,be warned this may be a waste of your $12
4,Eh
5,very good quality!
1,"Almost, but not quite"
1,Don't Buy! It doesn't work!
3,Get what you pay for.
1,TERRIBLE DO NOT BUY THE USB RECIEVER STARTED ACTING UP ...
4,Good except cannot turn off camera sound
1,I was very disappointed to see that when this product arrived the batteries ...
3,Cheap and easy to install
5,We sell electronic products Very low price PayPal payment!
1,Very poor
1,Mine did not work.
1,Stopped working after one month!
1,"Dead on arrival, will nto work in any computer ..."
1,Dirty phone delivered
5,Really thick great quality! Comes with cleaning clothes and wipes to ...
1,Sticking Keys
2,The Worst Phone Of All Time
1,Terrible arrived completely smashed!
1,No
1,No
5,Great phone!
5,Great phone!
5,... ordered several pillows in this line and I simply LOVE them. They look FANTASTIC on my couch and ...
2,The most uncomfortable mouse you'll ever own
4,Better with case on!
5,"A relaxing, well paced time management game"
5,extend storage on Nexus
4,Its perfect just that it wont charge which gets me frustrated ...
5,Highly addictive
2,Not the performance I was expecting
3,Ehhh
3,So far so good
3,... started out to be the one I did not like because it kept slipping out of my hand
5,Love the long leads
3,look like yellow from out side
2,Phone worked for a month. Now it wont hold ...
1,This phone doesn’t work.
1,so please don't waste your money and time on this faulty stuff
3,Looking for return o replacement
1,don't buy this pos phone!
1,Product did not work
5,Great phone!!
3,"Works well next to the receiver, but range is not very long."
3,QWERTY!
1,it was great
3,Anyone have the same issue?
5,great!!!!
1,... this mouse thinking it was going to be a good affordable mouse but i was wrong
2,"Mouse worked fine, until it stopped working about three weeks later"
5,Make sure carrier is the same !
3,Works ok
1,"Defective, had to return it twice!"
1,As useful as Wet Spaghetti
1,Very disappointed returning
5,is if you have a little bit spare to play around with I would recommend getting the next gb or higher because the iOS ...
2,Nowhere near as good as my Microsoft wireless keyboard and mouse
1,WTF 👎🏽
3,"Keyboard great, Mouse... terrible."
1,didnt work
3,Too small for me. Otherwise very nice.
4,"Easy to replace old, worn out headphones."
5,Best iPhone charger
1,... with T-Mobile works part of the time not a good purchase
5,Percent replacement
3,Poor customer service if you have an issue
1,Terrible!
1,Do a better job at reburbishing these phones.
1,"Awful battery life, would not recommend"
5,Great refurbished phone
5,Excellent case for my angle 3
1,STAY CLEAR OF THIS
4,Broke but we’re replaced for free
3,pretty short range and sometimes you have to turn the ...
2,Horribly designed -- an RFI magnet!
2,Do I can't if it a good review untill I get
1,Poor wireless connection
1,Cheap junk.
2,"Small Mouse, Reliability Concern"
2,Don't get it
5,"Beautiful detail, better than expected...."
3,too long
5,Choose a good location before you take stickers off
5,We noticed that it is a Verizon phone but it worked perfect! I went ahead an purchased a nano sim ...
1,Not the best choice
2,this is no good for a new
1,Not worth the trouble
4,So far it is working fine.
5,Simply great
1,Honestly the quality doesn’t seem bad but mine were completely unusable due to the 3M ...
5,Excellent case
2,The mouse has issues
1,Skip this seller
2,Only works at really close range
3,I find it unnecessary ONLY because I have a cat that likes to ...
2,glitchy... software keeps crashing.. doesn't ...
3,It's okay. Sometimes I get two letters printed instead ...
1,A phone in worst condition. I lost my money.
1,Within three months the mouse wore out
2,Good price but makes a weird noise
3,Not so reliable
5,I LOVE THAT IT IS BATTERY OPERATED
5,Bargain .
3,Cable noise is annoying!
1,Crud
1,Do not purchase very cheap !!
5,SPot on
5,We'll do business again
1,"Very bad, and misleading information"
5,... on for my sister went on well and sister happy with it
4,Great teepee but needs one minor change to make it 5*
3,"Mouse works fine, keyboard intermittent"
1,Very disappointed in my purchase of a name brand item
5,Love the colour cords to determine length
4,A pin away from perfect
2,RCA thumbs down
3,But it works great! And it installed itself flawlessly
1,"Doesn't work for gaming, at all."
5,When it arrived it came we’ll pack... ...
1,Stopped working
1,Stopped working
5,But otherwise my phone works like new!
4,Great alternative  to  a  Samsung  Galaxy  S3  mini
5,"Fun, free game"
1,Consistently caused my monitor to blink off and on. ...
1,Avoid this model of Betron!
2,Not good for games
3,"Keyboard and mouse go in and out of connection, ..."
1,Everything worked fine for about 15 min
2,I was disappointed in this monitor
5,Really easy to use and just what I was looking for
5,"Love phone, but it came with a defective battery"
2,The phone was in great shape with no visible wear or tear on it
2,Very finicky when the keyboard is further than 6 feet from the receiver
5,Great upgrade from the iphone 4.
2,Mouse wheel goes to crap
3,Works fine for home use.
5,The lights were fantastic. They worked great
1,Do not buy for travel
1,DONT BUY
4,but I like it so much
5,Great purchase
5,Great purchase
3,Lacks two important features.
5,Perfect and a MUST have
1,Very cheap mouse with limited functionality
1,WORST PHONE EVER!
1,Didn't realize it was such a small keyboard and it ...
1,broke
5,Absolutely fabulous!!!
2,Worked great until I realized it was broken
1,Says UNLOCKED but it was LOCKED.
5,Nicest cases on amazon
1,Wipeout!
1,Piece of GARBAGE!
1,Very bad delay
1,Horrible quality!!!
5,Excellent quality!
2,Buy at your own risk.
1,Do not purchase
5,So far it has been great!
5,Brilliant service
3,Wireless Keyboard arrived without mouse.
5,Cross Compatable with other headphones
2,not very good
1,NOT UNIFYING!
5,good enough for the price
2,"The cord is cool looking, wish it would"
2,Updated !! 2 stars !!  too s!ow running apps and unresponsive
5,USB Angle Adapter
3,Prefer unify
5,Cute design and good functions
2,Its okay I guess its good for a more casual gaming experience but I messed ...
5,Few scratches but not bad. Good device
2,Low quality product
2,Not worth the money & shows fingerprints
1,Keyboard very unresponsive!!!!
5,Incredible Value with Quick Delivery.
1,AAA battery for keyboard and AA for mouse.  Could not make one size fits all?
1,very crappy and cheap product.
2,I'm not sure if I just got a defective model or the wireless link is not good
3,Good deal but foresee potential problems with hands later
5,Why buy new??
4,Broke after 32 Days. Refund given on warranty.
